Starting weather data processing at Wed 26 Mar 2025 13:41:19 EDT
Input path: ../weather_data/weatherstats_kitchenerwaterloo_hourly.csv
Running weather station data processing...
2025-03-26 13:41:19,888 - __main__ - INFO - Last processed time: 2025-03-26 00:00:00
2025-03-26 13:41:19,889 - __main__ - INFO - Reading weather station data from: ../weather_data/weatherstats_kitchenerwaterloo_hourly.csv
2025-03-26 13:41:19,894 - __main__ - INFO - Loaded 1000 rows of weather data
2025-03-26 13:41:19,895 - __main__ - INFO - Timespan: 2025-02-12 08:00:00 to 2025-03-26 00:00:00
2025-03-26 13:41:19,895 - __main__ - INFO - Aggregating weather data to 15-minute intervals
2025-03-26 13:41:19,895 - __main__ - INFO - Processing metric: temperature
2025-03-26 13:41:19,897 - __main__ - INFO - Processing metric: dew_point
2025-03-26 13:41:19,899 - __main__ - INFO - Processing metric: pressure_station
2025-03-26 13:41:19,900 - __main__ - INFO - Processing metric: pressure_sea
2025-03-26 13:41:19,902 - __main__ - INFO - Processing metric: wind_speed
2025-03-26 13:41:19,904 - __main__ - INFO - Processing metric: wind_gust
2025-03-26 13:41:19,905 - __main__ - INFO - Processing metric: relative_humidity
2025-03-26 13:41:19,907 - __main__ - INFO - Processing metric: windchill
2025-03-26 13:41:19,909 - __main__ - INFO - Processing metric: humidex
2025-03-26 13:41:19,909 - __main__ - WARNING - No valid numeric data for metric humidex
2025-03-26 13:41:19,909 - __main__ - INFO - Processing metric: visibility
2025-03-26 13:41:19,911 - __main__ - INFO - Processing metric: solar_radiation
2025-03-26 13:41:19,911 - __main__ - WARNING - No valid numeric data for metric solar_radiation
2025-03-26 13:41:19,912 - __main__ - INFO - Aggregated data: 7942 rows with valid values across 9 metrics
2025-03-26 13:41:19,929 - __main__ - INFO - Successfully saved 7942 rows of 15min weather data to /Users/hamza/Desktop/Pavement Performance URA Project/pavement_data/processed_weather/15min/weather_15min_20250326.csv
2025-03-26 13:41:19,929 - __main__ - INFO - Aggregating weather data to hourly intervals
2025-03-26 13:41:19,930 - __main__ - INFO - Processing hourly aggregation for metric: dew_point
/Users/hamza/Desktop/Pavement Performance URA Project/pavement_data/scripts/weather_station_processor.py:417: FutureWarning: 'H' is deprecated and will be removed in a future version, please use 'h' instead.
  hourly_groups = metric_data.groupby(pd.Grouper(freq='1H'))
2025-03-26 13:41:20,064 - __main__ - INFO - Processing hourly aggregation for metric: pressure_sea
2025-03-26 13:41:20,195 - __main__ - INFO - Processing hourly aggregation for metric: pressure_station
2025-03-26 13:41:20,324 - __main__ - INFO - Processing hourly aggregation for metric: relative_humidity
2025-03-26 13:41:20,453 - __main__ - INFO - Processing hourly aggregation for metric: temperature
2025-03-26 13:41:20,581 - __main__ - INFO - Processing hourly aggregation for metric: visibility
2025-03-26 13:41:20,711 - __main__ - INFO - Processing hourly aggregation for metric: wind_gust
2025-03-26 13:41:20,773 - __main__ - INFO - Processing hourly aggregation for metric: wind_speed
2025-03-26 13:41:20,944 - __main__ - INFO - Processing hourly aggregation for metric: windchill
2025-03-26 13:41:21,044 - __main__ - INFO - Successfully saved 7942 rows of hourly weather data to /Users/hamza/Desktop/Pavement Performance URA Project/pavement_data/processed_weather/hourly/weather_hourly_20250326.csv
2025-03-26 13:41:21,044 - __main__ - INFO - Aggregating weather data to daily intervals
2025-03-26 13:41:21,046 - __main__ - INFO - Processing daily aggregation for metric: dew_point
2025-03-26 13:41:21,070 - __main__ - INFO - Processing daily aggregation for metric: pressure_sea
2025-03-26 13:41:21,093 - __main__ - INFO - Processing daily aggregation for metric: pressure_station
2025-03-26 13:41:21,115 - __main__ - INFO - Processing daily aggregation for metric: relative_humidity
2025-03-26 13:41:21,138 - __main__ - INFO - Processing daily aggregation for metric: temperature
2025-03-26 13:41:21,161 - __main__ - INFO - Processing daily aggregation for metric: visibility
2025-03-26 13:41:21,183 - __main__ - INFO - Processing daily aggregation for metric: wind_gust
2025-03-26 13:41:21,196 - __main__ - INFO - Processing daily aggregation for metric: wind_speed
2025-03-26 13:41:21,218 - __main__ - INFO - Processing daily aggregation for metric: windchill
2025-03-26 13:41:21,236 - __main__ - INFO - Successfully saved 377 rows of daily weather data to /Users/hamza/Desktop/Pavement Performance URA Project/pavement_data/processed_weather/daily/weather_daily_20250326.csv
2025-03-26 13:41:21,236 - __main__ - INFO - Aggregating weather data to weekly intervals
2025-03-26 13:41:21,238 - __main__ - INFO - Processing weekly aggregation for metric: dew_point, week: 2025-02-10 00:00:00
2025-03-26 13:41:21,238 - __main__ - INFO - Processing weekly aggregation for metric: pressure_sea, week: 2025-02-10 00:00:00
2025-03-26 13:41:21,238 - __main__ - INFO - Processing weekly aggregation for metric: pressure_station, week: 2025-02-10 00:00:00
2025-03-26 13:41:21,239 - __main__ - INFO - Processing weekly aggregation for metric: relative_humidity, week: 2025-02-10 00:00:00
2025-03-26 13:41:21,239 - __main__ - INFO - Processing weekly aggregation for metric: temperature, week: 2025-02-10 00:00:00
2025-03-26 13:41:21,239 - __main__ - INFO - Processing weekly aggregation for metric: visibility, week: 2025-02-10 00:00:00
2025-03-26 13:41:21,239 - __main__ - INFO - Processing weekly aggregation for metric: wind_gust, week: 2025-02-10 00:00:00
2025-03-26 13:41:21,240 - __main__ - INFO - Processing weekly aggregation for metric: wind_speed, week: 2025-02-10 00:00:00
2025-03-26 13:41:21,240 - __main__ - INFO - Processing weekly aggregation for metric: windchill, week: 2025-02-10 00:00:00
2025-03-26 13:41:21,240 - __main__ - INFO - Processing weekly aggregation for metric: dew_point, week: 2025-02-17 00:00:00
2025-03-26 13:41:21,241 - __main__ - INFO - Processing weekly aggregation for metric: pressure_sea, week: 2025-02-17 00:00:00
2025-03-26 13:41:21,241 - __main__ - INFO - Processing weekly aggregation for metric: pressure_station, week: 2025-02-17 00:00:00
2025-03-26 13:41:21,241 - __main__ - INFO - Processing weekly aggregation for metric: relative_humidity, week: 2025-02-17 00:00:00
2025-03-26 13:41:21,241 - __main__ - INFO - Processing weekly aggregation for metric: temperature, week: 2025-02-17 00:00:00
2025-03-26 13:41:21,242 - __main__ - INFO - Processing weekly aggregation for metric: visibility, week: 2025-02-17 00:00:00
2025-03-26 13:41:21,242 - __main__ - INFO - Processing weekly aggregation for metric: wind_gust, week: 2025-02-17 00:00:00
2025-03-26 13:41:21,242 - __main__ - INFO - Processing weekly aggregation for metric: wind_speed, week: 2025-02-17 00:00:00
2025-03-26 13:41:21,243 - __main__ - INFO - Processing weekly aggregation for metric: windchill, week: 2025-02-17 00:00:00
2025-03-26 13:41:21,243 - __main__ - INFO - Processing weekly aggregation for metric: dew_point, week: 2025-02-24 00:00:00
2025-03-26 13:41:21,243 - __main__ - INFO - Processing weekly aggregation for metric: pressure_sea, week: 2025-02-24 00:00:00
2025-03-26 13:41:21,243 - __main__ - INFO - Processing weekly aggregation for metric: pressure_station, week: 2025-02-24 00:00:00
2025-03-26 13:41:21,244 - __main__ - INFO - Processing weekly aggregation for metric: relative_humidity, week: 2025-02-24 00:00:00
2025-03-26 13:41:21,244 - __main__ - INFO - Processing weekly aggregation for metric: temperature, week: 2025-02-24 00:00:00
2025-03-26 13:41:21,244 - __main__ - INFO - Processing weekly aggregation for metric: visibility, week: 2025-02-24 00:00:00
2025-03-26 13:41:21,245 - __main__ - INFO - Processing weekly aggregation for metric: wind_gust, week: 2025-02-24 00:00:00
2025-03-26 13:41:21,245 - __main__ - INFO - Processing weekly aggregation for metric: wind_speed, week: 2025-02-24 00:00:00
2025-03-26 13:41:21,245 - __main__ - INFO - Processing weekly aggregation for metric: windchill, week: 2025-02-24 00:00:00
2025-03-26 13:41:21,245 - __main__ - INFO - Processing weekly aggregation for metric: dew_point, week: 2025-03-03 00:00:00
2025-03-26 13:41:21,246 - __main__ - INFO - Processing weekly aggregation for metric: pressure_sea, week: 2025-03-03 00:00:00
2025-03-26 13:41:21,246 - __main__ - INFO - Processing weekly aggregation for metric: pressure_station, week: 2025-03-03 00:00:00
2025-03-26 13:41:21,246 - __main__ - INFO - Processing weekly aggregation for metric: relative_humidity, week: 2025-03-03 00:00:00
2025-03-26 13:41:21,246 - __main__ - INFO - Processing weekly aggregation for metric: temperature, week: 2025-03-03 00:00:00
2025-03-26 13:41:21,247 - __main__ - INFO - Processing weekly aggregation for metric: visibility, week: 2025-03-03 00:00:00
2025-03-26 13:41:21,247 - __main__ - INFO - Processing weekly aggregation for metric: wind_gust, week: 2025-03-03 00:00:00
2025-03-26 13:41:21,247 - __main__ - INFO - Processing weekly aggregation for metric: wind_speed, week: 2025-03-03 00:00:00
2025-03-26 13:41:21,248 - __main__ - INFO - Processing weekly aggregation for metric: windchill, week: 2025-03-03 00:00:00
