date,metric_name,mean,min,max,std,count,temp_range
2025-03-24,wind_gust,38.625,32.0,46.0,,16,14.0
2025-03-24,wind_speed,24.666666666666668,13.0,34.0,,24,21.0
2025-03-24,windchill,-6.666666666666667,-9.0,-5.0,,6,4.0
2025-03-25,dew_point,-3.7375000000000003,-5.0,-2.5,,24,2.5
2025-03-25,pressure_sea,101.16000000000001,100.76,101.67,,24,0.9099999999999966
2025-03-25,pressure_station,97.25124999999998,96.87,97.74,,24,0.8699999999999903
2025-03-25,relative_humidity,77.04166666666667,67.0,84.0,,24,17.0
2025-03-25,temperature,-0.16666666666666666,-1.0,0.8,,24,1.8
2025-03-25,visibility,16100.0,16100.0,16100.0,,24,0.0
2025-03-25,wind_gust,37.69230769230769,30.0,48.0,,13,18.0
2025-03-25,wind_speed,24.083333333333332,17.0,35.0,,24,18.0
2025-03-25,windchill,-6.117647058823529,-7.0,-5.0,,17,2.0
2025-03-26,dew_point,-4.9,-4.9,-4.9,,1,0.0
2025-03-26,pressure_sea,101.69,101.69,101.69,,1,0.0
2025-03-26,pressure_station,97.75,97.75,97.75,,1,0.0
2025-03-26,relative_humidity,82.0,82.0,82.0,,1,0.0
2025-03-26,temperature,-2.2,-2.2,-2.2,,1,0.0
2025-03-26,visibility,16100.0,16100.0,16100.0,,1,0.0
2025-03-26,wind_gust,30.0,30.0,30.0,,1,0.0
2025-03-26,wind_speed,13.0,13.0,13.0,,1,0.0
2025-03-26,windchill,-7.0,-7.0,-7.0,,1,0.0
