date_time_local,unixtime,pressure_station,pressure_sea,wind_dir,wind_dir_10s,wind_speed,wind_gust,relative_humidity,dew_point,temperature,windchill,humidex,visibility,health_index,cloud_cover_4,cloud_cover_8,cloud_cover_10,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr
"2025-02-21 08:00:00 EST",1740142800,98.97,103.05,NW,32,18,,82,-13.5,-11,-19,,12900,2.2,4,,,,-10.9,-11
"2025-02-21 07:00:00 EST",1740139200,98.88,102.95,NNW,33,22,,83,-13.3,-10.9,-19,,16100,2.1,4,,,,-10.6,-10.9
"2025-02-21 06:00:00 EST",1740135600,98.82,102.89,NW,32,17,28,79,-13.5,-10.6,-18,,16100,2.1,4,,,,-10.3,-10.6
"2025-02-21 05:00:00 EST",1740132000,98.76,102.82,NW,32,15,30,78,-13.4,-10.3,-17,,16100,2,4,,,,-9.8,-10.3
"2025-02-21 04:00:00 EST",1740128400,98.65,102.7,NW,32,21,43,76,-13.3,-9.8,-18,,16100,2,4,,,,-9.3,-9.8
"2025-02-21 03:00:00 EST",1740124800,98.61,102.66,WNW,30,15,,77,-13.1,-9.7,-16,,16100,1.9,4,,,,-9.7,-9.9
"2025-02-21 02:00:00 EST",1740121200,98.56,102.61,WNW,30,15,,77,-13.1,-9.8,-16,,16100,2,4,,,,-9.7,-10
"2025-02-21 01:00:00 EST",1740117600,98.52,102.57,WNW,29,11,,77,-13.2,-9.9,-15,,16100,2,4,,,,-9.9,-10.1
"2025-02-21 00:00:00 EST",1740114000,98.49,102.54,NW,31,9,,73,-14,-10,-15,,16100,2,4,,,,-9.6,-10
"2025-02-20 23:00:00 EST",1740110400,98.48,102.53,NNW,33,17,28,78,-12.8,-9.6,-17,,16100,1.9,4,,,,-9.4,-9.6
"2025-02-20 22:00:00 EST",1740106800,98.45,102.5,NW,32,22,,84,-11.7,-9.5,-18,,16100,1.8,4,,,,-9.5,-9.9
"2025-02-20 21:00:00 EST",1740103200,98.4,102.45,NW,32,15,28,81,-12.6,-9.9,-17,,16100,1.8,4,,,,-9.9,-11
"2025-02-20 20:00:00 EST",1740099600,98.36,102.41,NW,31,15,,79,-14,-11,-18,,16100,1.8,4,,,,-10.8,-11.2
"2025-02-20 19:00:00 EST",1740096000,98.29,102.34,NW,31,18,,78,-14.1,-11,-19,,16100,1.8,2,,,,-10.4,-11
"2025-02-20 18:00:00 EST",1740092400,98.24,102.28,WNW,30,17,,78,-13.8,-10.7,-18,,8100,1.8,3,,,,-9.7,-10.7
"2025-02-20 17:00:00 EST",1740088800,98.17,102.21,NW,31,24,,70,-14.4,-9.8,-18,,16100,1.8,4,,,,-9.2,-9.8
"2025-02-20 16:00:00 EST",1740085200,98.13,102.16,WNW,29,28,,72,-13.5,-9.2,-18,,16100,1.8,4,,,,-8.9,-9.2
"2025-02-20 15:00:00 EST",1740081600,98.09,102.12,NW,32,22,35,66,-14.3,-9,-17,,16100,1.8,4,,,,-8.8,-9.1
"2025-02-20 14:00:00 EST",1740078000,98.06,102.09,W,28,22,32,69,-13.8,-9.1,-17,,16100,1.8,4,,,,-8.8,-9.8
"2025-02-20 13:00:00 EST",1740074400,98.09,102.12,NW,32,18,,69,-14.4,-9.7,-17,,16100,1.7,4,,,,-9.7,-10.2
"2025-02-20 12:00:00 EST",1740070800,98.12,102.15,NNW,33,15,,72,-14.3,-10.1,-17,,11300,1.7,4,,,,-10.1,-10.6
"2025-02-20 11:00:00 EST",1740067200,98.12,102.16,N,35,15,,69,-15.3,-10.6,-17,,16100,1.7,4,,,,-10.5,-10.8
"2025-02-20 10:00:00 EST",1740063600,98.1,102.14,NW,31,11,,74,-14.5,-10.7,-16,,16100,1.9,4,,,,-10.7,-11.1
"2025-02-20 09:00:00 EST",1740060000,98.12,102.16,N,35,11,,78,-14.2,-11.1,-17,,16100,2.1,4,,,,-10.9,-11.1
"2025-02-20 08:00:00 EST",1740056400,98.1,102.14,NNW,34,11,,86,-12.8,-10.9,-17,,2000,2.3,4,,,,-10.9,-11
"2025-02-20 07:00:00 EST",1740052800,98.08,102.11,NW,31,5,,88,-12.6,-11,-14,,2400,2.3,4,,,,-10.7,-11
"2025-02-20 06:00:00 EST",1740049200,98.11,102.14,NW,32,5,,88,-12.3,-10.7,-14,,2400,2.2,4,,,,-10.6,-10.7
"2025-02-20 05:00:00 EST",1740045600,98.14,102.17,W,28,5,,88,-12.2,-10.6,-14,,2000,2.2,4,,,,-10.5,-10.7
"2025-02-20 04:00:00 EST",1740042000,98.17,102.2,W,26,4,,89,-12.1,-10.6,-13,,2000,2.1,4,,,,-10.5,-10.6
"2025-02-20 03:00:00 EST",1740038400,98.23,102.26,SW,23,5,,88,-12.1,-10.5,-14,,1600,2.1,,,,,-10.3,-10.5
"2025-02-20 02:00:00 EST",1740034800,98.29,102.33,WSW,25,8,,87,-12.1,-10.3,-15,,2800,2,4,,,,-9.8,-10.3
"2025-02-20 01:00:00 EST",1740031200,98.36,102.4,,,4,,78,-13.1,-9.9,-12,,16100,1.9,4,,,,-9.9,-10.1
"2025-02-20 00:00:00 EST",1740027600,98.42,102.46,WNW,29,5,,78,-13.1,-9.9,-13,,16100,1.9,4,,,,-9.8,-10
"2025-02-19 23:00:00 EST",1740024000,98.47,102.52,WNW,29,8,,80,-12.7,-9.9,-14,,16100,1.9,4,,,,-9.8,-10
"2025-02-19 22:00:00 EST",1740020400,98.51,102.56,WNW,30,11,,81,-12.6,-9.9,-15,,16100,2,4,,,,-9.9,-10.2
"2025-02-19 21:00:00 EST",1740016800,98.53,102.58,NW,31,5,,81,-12.7,-10,-13,,16100,2,4,,,,-9.8,-10.2
"2025-02-19 20:00:00 EST",1740013200,98.56,102.62,WNW,30,11,,78,-13,-9.8,-15,,16100,2,4,,,,-9.5,-9.8
"2025-02-19 19:00:00 EST",1740009600,98.6,102.66,NW,31,13,,75,-13.2,-9.5,-16,,16100,2.1,4,,,,-9,-9.5
"2025-02-19 18:00:00 EST",1740006000,98.59,102.64,NW,32,17,,77,-12.3,-9,-16,,16100,2.2,4,,,,-8.9,-9.1
"2025-02-19 17:00:00 EST",1740002400,98.6,102.65,WSW,25,18,,80,-12,-9.1,-16,,11300,2.2,4,,,,-8.9,-9.1
"2025-02-19 16:00:00 EST",1739998800,98.64,102.7,WSW,25,21,,78,-12.1,-8.9,-17,,14500,2.2,4,,,,-8.6,-8.9
"2025-02-19 15:00:00 EST",1739995200,98.68,102.73,W,26,17,,76,-12.1,-8.6,-15,,16100,2.2,4,,,,-8.5,-9
"2025-02-19 14:00:00 EST",1739991600,98.7,102.75,WSW,25,13,,77,-12.3,-9,-15,,16100,2.2,4,,,,-9,-9.4
"2025-02-19 13:00:00 EST",1739988000,98.74,102.8,W,26,15,,75,-13.1,-9.4,-16,,16100,2.2,4,,,,-9.2,-9.7
"2025-02-19 12:00:00 EST",1739984400,98.84,102.9,SW,23,11,,75,-13.3,-9.7,-15,,16100,2.2,4,,,,-9.7,-9.9
"2025-02-19 11:00:00 EST",1739980800,98.88,102.95,WSW,24,15,,78,-13.1,-9.9,-17,,9700,2.2,4,,,,-9.9,-10.3
"2025-02-19 10:00:00 EST",1739977200,98.91,102.98,SW,22,15,,80,-13,-10.2,-17,,4800,2.3,4,,,,-10.1,-10.6
"2025-02-19 09:00:00 EST",1739973600,98.9,102.98,W,26,11,,83,-13,-10.6,-16,,2800,,4,,,,-10.6,-11.1
"2025-02-19 08:00:00 EST",1739970000,98.85,102.93,WSW,24,15,,81,-13.8,-11.1,-18,,16100,,4,,,,-11.1,-11.3
"2025-02-19 07:00:00 EST",1739966400,98.79,102.86,WSW,25,15,,78,-14.4,-11.3,-18,,16100,,4,,,,-11.1,-11.3
"2025-02-19 06:00:00 EST",1739962800,98.77,102.84,SW,22,15,,77,-14.3,-11.1,-18,,16100,,4,,,,-10.6,-11.1
"2025-02-19 05:00:00 EST",1739959200,98.76,102.83,WSW,25,17,,77,-14.4,-11.1,-19,,16100,,4,,,,-11.1,-11.7
"2025-02-19 04:00:00 EST",1739955600,98.73,102.8,SW,23,24,,77,-14.8,-11.5,-21,,16100,,4,,,,-10.2,-11.5
"2025-02-19 03:00:00 EST",1739952000,98.78,102.84,WSW,25,21,34,75,-13.9,-10.3,-18,,16100,,4,,,,-10.2,-10.3
"2025-02-19 02:00:00 EST",1739948400,98.8,102.86,WSW,25,24,,74,-14,-10.2,-19,,16100,,4,,,,-10,-10.2
"2025-02-19 01:00:00 EST",1739944800,98.8,102.86,W,26,22,,71,-14.3,-10,-18,,16100,1,4,,,,-10,-10.4
"2025-02-19 00:00:00 EST",1739941200,98.78,102.84,W,26,30,39,73,-14.4,-10.4,-20,,16100,2.1,4,,,,-10.4,-10.8
"2025-02-18 23:00:00 EST",1739937600,98.75,102.82,WSW,25,26,37,75,-14.5,-10.9,-20,,16100,2.2,4,,,,-10.9,-11.6
"2025-02-18 22:00:00 EST",1739934000,98.75,102.82,WSW,25,26,35,74,-15.2,-11.4,-21,,16100,2.2,4,,,,-11.4,-11.6
"2025-02-18 21:00:00 EST",1739930400,98.75,102.84,WSW,24,24,39,74,-15.4,-11.6,-21,,14500,2.3,4,,,,-11.5,-11.6
"2025-02-18 20:00:00 EST",1739926800,98.76,102.86,WSW,25,28,39,73,-15.5,-11.6,-21,,14500,2.3,4,,,,-11.5,-11.6
"2025-02-18 19:00:00 EST",1739923200,98.7,102.8,WSW,24,24,41,74,-15.4,-11.6,-21,,11300,2.3,4,,,,-11.5,-11.6
"2025-02-18 18:00:00 EST",1739919600,98.61,102.7,WSW,24,28,37,72,-15.7,-11.5,-21,,16100,2.2,4,,,,-11.3,-11.5
"2025-02-18 17:00:00 EST",1739916000,98.6,102.7,WSW,25,34,55,69,-15.9,-11.3,-22,,9700,2.1,4,,,,-10.5,-11.3
"2025-02-18 16:00:00 EST",1739912400,98.56,102.65,W,26,43,54,65,-15.9,-10.6,-22,,8100,2,4,,,,-10.1,-10.6
"2025-02-18 15:00:00 EST",1739908800,98.48,102.56,W,26,35,50,67,-15.3,-10.3,-21,,9700,2,4,,,,-10,-10.3
"2025-02-18 14:00:00 EST",1739905200,98.45,102.52,W,28,43,59,68,-15,-10.2,-21,,6400,2,4,,,,-9.9,-10.4
"2025-02-18 13:00:00 EST",1739901600,98.42,102.48,W,27,35,50,68,-14.9,-10,-20,,11300,2,3,,,,-9.8,-10.4
"2025-02-18 12:00:00 EST",1739898000,98.42,102.49,W,27,39,61,69,-15,-10.4,-21,,6400,2.1,3,,,,-10.1,-10.8
"2025-02-18 11:00:00 EST",1739894400,98.37,102.43,W,27,43,61,71,-15.2,-10.8,-22,,6400,2.1,3,,,,-10.6,-11.4
"2025-02-18 10:00:00 EST",1739890800,98.33,102.39,W,26,37,46,72,-15.6,-11.4,-22,,9700,2.2,0,,,,-11.4,-13.5
"2025-02-18 09:00:00 EST",1739887200,98.34,102.41,WSW,24,28,39,76,-16.9,-13.5,-24,,6400,2.2,1,,,,-13.5,-14.6
"2025-02-18 08:00:00 EST",1739883600,98.28,102.36,WSW,25,28,39,78,-17.7,-14.7,-25,,16100,2.2,0,,,,-14.7,-15.6
"2025-02-18 07:00:00 EST",1739880000,98.21,102.29,WSW,25,21,32,78,-18.6,-15.6,-25,,16100,2.2,0,,,,-15,-15.6
"2025-02-18 06:00:00 EST",1739876400,98.17,102.24,WSW,25,30,41,79,-18,-15.1,-26,,16100,2.2,0,,,,-14.9,-15.5
"2025-02-18 05:00:00 EST",1739872800,98.17,102.24,WSW,24,30,,79,-18.4,-15.5,-27,,16100,2.1,0,,,,-15.2,-15.7
"2025-02-18 04:00:00 EST",1739869200,98.15,102.22,WSW,24,26,41,79,-18.3,-15.4,-26,,12900,2.1,0,,,,-15.4,-15.9
"2025-02-18 03:00:00 EST",1739865600,98.1,102.16,SW,23,32,41,80,-18.4,-15.7,-27,,14500,2.1,0,,,,-15.1,-15.9
"2025-02-18 02:00:00 EST",1739862000,98.04,102.1,SW,23,24,,79,-18,-15.1,-25,,8100,2.1,4,,,,-13.7,-15.2
"2025-02-18 01:00:00 EST",1739858400,98.01,102.06,WSW,25,30,,72,-17.8,-13.8,-24,,8100,2.1,4,,,,-13.8,-14.4
"2025-02-18 00:00:00 EST",1739854800,97.99,102.04,WSW,24,22,,71,-18.3,-14.1,-23,,12900,2.2,4,,,,-13.4,-14.3
"2025-02-17 23:00:00 EST",1739851200,97.96,102.01,WSW,25,30,39,73,-17.3,-13.4,-24,,9700,2.3,3,,,,-13.3,-13.6
"2025-02-17 22:00:00 EST",1739847600,97.95,101.99,W,26,24,35,76,-16.8,-13.4,-23,,16100,2.3,2,,,,-13.1,-13.5
"2025-02-17 21:00:00 EST",1739844000,97.9,101.94,W,26,24,,77,-16.4,-13.2,-23,,16100,2.3,0,,,,-12.9,-13.5
"2025-02-17 20:00:00 EST",1739840400,97.89,101.93,WSW,25,26,37,76,-16.5,-13.1,-23,,16100,2.3,0,,,,-12.6,-13.4
"2025-02-17 19:00:00 EST",1739836800,97.85,101.88,WSW,25,26,39,74,-16.4,-12.7,-22,,16100,2.3,0,,,,-12.2,-12.8
"2025-02-17 18:00:00 EST",1739833200,97.78,101.81,WSW,25,32,41,69,-16.8,-12.2,-23,,16100,2.3,0,,,,-11.2,-12.3
"2025-02-17 17:00:00 EST",1739829600,97.72,101.74,W,26,39,54,66,-16.5,-11.3,-22,,4800,2.3,1,,,,-10.4,-11.3
"2025-02-17 16:00:00 EST",1739826000,97.67,101.69,W,27,39,48,74,-15,-11.2,-22,,3600,2.3,3,,,,-10.2,-11.2
"2025-02-17 15:00:00 EST",1739822400,97.63,101.65,W,27,35,50,79,-13.8,-10.8,-21,,1200,2.3,4,,,,-10.1,-10.8
"2025-02-17 14:00:00 EST",1739818800,97.59,101.61,W,26,32,,81,-13.2,-10.5,-20,,1200,2.2,,,,,-10.3,-10.6
"2025-02-17 13:00:00 EST",1739815200,97.58,101.6,W,26,30,43,77,-13.9,-10.6,-20,,1200,2,4,,,,-10.4,-10.8
"2025-02-17 12:00:00 EST",1739811600,97.57,101.59,W,26,34,55,71,-14.8,-10.5,-21,,1200,1.9,4,,,,-10.3,-10.6
"2025-02-17 11:00:00 EST",1739808000,97.52,101.53,W,27,46,71,71,-14.9,-10.5,-22,,1600,1.8,3,,,,-9.6,-10.5
"2025-02-17 10:00:00 EST",1739804400,97.45,101.45,W,26,46,61,73,-13.6,-9.7,-21,,2400,1.9,1,,,,-9.5,-10.1
"2025-02-17 09:00:00 EST",1739800800,97.42,101.42,W,27,35,68,77,-13.1,-9.8,-20,,2000,2,3,,,,-9.4,-9.9
"2025-02-17 08:00:00 EST",1739797200,97.37,101.36,W,27,22,35,87,-11.3,-9.5,-18,,1000,2.2,,,,,-9.4,-9.9
"2025-02-17 07:00:00 EST",1739793600,97.24,101.23,W,27,30,48,79,-12.7,-9.7,-19,,11300,2.3,2,,,,-9.1,-9.7
"2025-02-17 06:00:00 EST",1739790000,97.16,101.14,W,28,41,52,81,-11.8,-9.1,-20,,4800,2.3,4,,,,-8.7,-9.3
"2025-02-17 05:00:00 EST",1739786400,97.04,101.01,W,28,39,48,82,-11.2,-8.7,-19,,2000,2.2,4,,,,-8.3,-9.2
"2025-02-17 04:00:00 EST",1739782800,96.95,100.92,W,28,17,,85,-11.3,-9.2,-16,,4800,2.2,4,,,,-9.2,-10.4
"2025-02-17 03:00:00 EST",1739779200,96.87,100.84,W,28,15,,84,-12.6,-10.4,-17,,16100,2.2,4,,,,-10.4,-11.1
"2025-02-17 02:00:00 EST",1739775600,96.78,100.75,WNW,30,17,,83,-13.4,-11.1,-19,,16100,2.2,4,,,,-11.1,-11.6
"2025-02-17 01:00:00 EST",1739772000,96.67,100.64,WNW,30,17,,82,-14.1,-11.5,-19,,14500,2.2,1,,,,-10.8,-11.6
"2025-02-17 00:00:00 EST",1739768400,96.57,100.54,WNW,30,13,,82,-13.2,-10.7,-17,,8100,2.2,4,,,,-10.1,-11
"2025-02-16 23:00:00 EST",1739764800,96.52,100.48,NW,31,13,,84,-12.3,-10.1,-16,,16100,2.2,2,,,,-9.3,-10.1
"2025-02-16 22:00:00 EST",1739761200,96.42,100.37,WNW,30,15,28,83,-11.8,-9.4,-16,,6400,2.2,4,,,,-8.7,-9.4
"2025-02-16 21:00:00 EST",1739757600,96.35,100.3,WNW,30,24,,79,-11.7,-8.7,-17,,16100,2.2,4,,,,-8.3,-8.8
"2025-02-16 20:00:00 EST",1739754000,96.24,100.18,WNW,29,22,35,81,-10.9,-8.2,-16,,16100,2.3,4,,,,-7.9,-8.2
"2025-02-16 19:00:00 EST",1739750400,96.1,100.03,WNW,30,26,35,81,-10.6,-7.9,-16,,9700,2.3,4,,,,-7.3,-7.9
"2025-02-16 18:00:00 EST",1739746800,96,99.92,WNW,30,26,35,80,-10.2,-7.3,-15,,16100,2.4,4,,,,-7.2,-7.3
"2025-02-16 17:00:00 EST",1739743200,95.9,99.82,WNW,30,24,34,78,-10.5,-7.3,-15,,16100,2.5,4,,,,-7.1,-7.3
"2025-02-16 16:00:00 EST",1739739600,95.76,99.67,NW,32,24,35,76,-10.6,-7.1,-15,,16100,2.5,4,,,,-7.1,-7.4
"2025-02-16 15:00:00 EST",1739736000,95.63,99.53,NW,31,22,,82,-10,-7.4,-15,,2000,2.4,4,,,,-7.4,-7.6
"2025-02-16 14:00:00 EST",1739732400,95.55,99.45,NNW,33,21,30,80,-10.5,-7.6,-15,,3200,2.3,4,,,,-7.4,-7.7
"2025-02-16 13:00:00 EST",1739728800,95.5,99.39,NNW,34,22,32,82,-10.3,-7.7,-15,,1600,2.2,4,,,,-7.7,-8.3
"2025-02-16 12:00:00 EST",1739725200,95.57,99.47,N,1,17,,86,-10.1,-8.2,-15,,1200,2.2,,,,,-8.2,-8.5
"2025-02-16 11:00:00 EST",1739721600,95.59,99.49,N,36,18,,87,-10.3,-8.4,-15,,1200,2.2,,,,,-7.7,-8.5
"2025-02-16 10:00:00 EST",1739718000,95.69,99.59,N,36,13,,89,-9.2,-7.7,-13,,1200,2.2,,,,,-7.6,-7.8
"2025-02-16 09:00:00 EST",1739714400,95.72,99.62,NNE,3,17,,89,-9.2,-7.7,-14,,800,2.3,,,,,-7.5,-7.7
"2025-02-16 08:00:00 EST",1739710800,95.77,99.66,NNE,3,15,,89,-9.1,-7.6,-14,,1000,2.3,,,,,-7.4,-7.6
"2025-02-16 07:00:00 EST",1739707200,95.92,99.82,NE,5,21,34,89,-8.9,-7.4,-15,,2000,2.3,4,,,,-7,-7.4
"2025-02-16 06:00:00 EST",1739703600,96.09,100,ENE,6,22,,88,-8.7,-7,-14,,2800,2.4,4,,,,-6.6,-7.1
"2025-02-16 05:00:00 EST",1739700000,96.23,100.14,NE,5,18,28,87,-8.4,-6.6,-13,,4800,2.4,4,,,,-6.3,-6.6
"2025-02-16 04:00:00 EST",1739696400,96.41,100.33,NE,5,15,32,90,-7.7,-6.3,-12,,4800,2.5,4,,,,-5.6,-6.3
"2025-02-16 03:00:00 EST",1739692800,96.6,100.53,NE,5,21,32,90,-7,-5.6,-12,,2800,2.7,4,,,,-5.1,-5.6
"2025-02-16 02:00:00 EST",1739689200,96.67,100.6,ENE,6,21,32,89,-6.6,-5.1,-12,,4800,2.8,4,,,,-4.6,-5.1
"2025-02-16 01:00:00 EST",1739685600,96.82,100.75,ENE,6,26,,88,-6.4,-4.6,-12,,12900,2.9,4,,,,-4.3,-4.6
"2025-02-16 00:00:00 EST",1739682000,96.93,100.87,ENE,6,21,,88,-6,-4.3,-11,,16100,2.9,4,,,,-4.2,-4.3
"2025-02-15 23:00:00 EST",1739678400,96.93,100.87,ENE,6,22,32,89,-5.8,-4.2,-11,,6400,2.9,4,,,,-4,-4.2
"2025-02-15 22:00:00 EST",1739674800,97.14,101.09,ENE,6,21,,90,-5.4,-4,-10,,4800,2.8,4,,,,-3.8,-4
"2025-02-15 21:00:00 EST",1739671200,97.15,101.1,ENE,6,18,,92,-4.9,-3.8,-10,,2000,2.7,4,,,,-2.5,-3.8
"2025-02-15 20:00:00 EST",1739667600,97.19,101.14,ENE,6,21,,92,-3.6,-2.5,-9,,6400,2.7,4,,,,-2.4,-2.9
"2025-02-15 19:00:00 EST",1739664000,97.23,101.18,ENE,7,18,,93,-3.9,-2.9,-9,,8100,2.7,4,,,,-2.9,-3.2
"2025-02-15 18:00:00 EST",1739660400,97.32,101.28,E,8,18,28,91,-4.5,-3.2,-9,,4000,2.8,4,,,,-3.2,-3.7
"2025-02-15 17:00:00 EST",1739656800,97.31,101.27,E,8,24,,91,-5,-3.7,-11,,2000,2.8,4,,,,-3.7,-4
"2025-02-15 16:00:00 EST",1739653200,97.38,101.35,E,8,24,,92,-5.1,-4,-11,,1600,2.8,,,,,-4,-4.2
"2025-02-15 15:00:00 EST",1739649600,97.51,101.49,ENE,7,24,,90,-5.6,-4.2,-11,,2800,2.8,4,,,,-4.2,-4.5
"2025-02-15 14:00:00 EST",1739646000,97.64,101.63,E,8,13,,91,-5.8,-4.5,-10,,1600,2.8,4,,,,-4.4,-4.8
"2025-02-15 13:00:00 EST",1739642400,97.7,101.69,E,9,22,,87,-6.6,-4.8,-12,,2000,2.8,4,,,,-4.7,-5.1
"2025-02-15 12:00:00 EST",1739638800,97.89,101.89,E,9,22,,85,-7.2,-5.1,-12,,3200,2.9,4,,,,-5.1,-5.2
"2025-02-15 11:00:00 EST",1739635200,98.01,102.01,E,9,21,,87,-7,-5.2,-12,,2800,3.1,4,,,,-5,-5.2
"2025-02-15 10:00:00 EST",1739631600,98.08,102.08,E,9,21,30,79,-8.3,-5.2,-12,,16100,3.2,4,,,,-5.2,-6.1
"2025-02-15 09:00:00 EST",1739628000,98.21,102.22,E,8,22,,81,-8.8,-6,-13,,16100,3.2,4,,,,-6,-6.3
"2025-02-15 08:00:00 EST",1739624400,98.38,102.4,E,10,17,,81,-9.1,-6.3,-13,,16100,3.3,4,,,,-6.3,-6.7
"2025-02-15 07:00:00 EST",1739620800,98.44,102.47,E,9,18,,82,-9.4,-6.8,-13,,16100,3.3,4,,,,-6.8,-6.9
"2025-02-15 06:00:00 EST",1739617200,98.57,102.6,E,8,17,,79,-10.1,-7,-13,,16100,3.3,4,,,,-7,-7.6
"2025-02-15 05:00:00 EST",1739613600,98.65,102.69,E,8,18,,79,-10.6,-7.6,-14,,16100,3.5,4,,,,-7.6,-8.3
"2025-02-15 04:00:00 EST",1739610000,98.7,102.74,E,8,21,,78,-11.5,-8.3,-16,,16100,3.5,4,,,,-8.3,-9.3
"2025-02-15 03:00:00 EST",1739606400,98.85,102.9,E,8,11,,78,-12.5,-9.3,-15,,16100,3.5,4,,,,-9.2,-9.5
"2025-02-15 02:00:00 EST",1739602800,98.94,102.99,E,8,13,,74,-13.2,-9.4,-15,,16100,3.4,4,,,,-9.2,-9.5
"2025-02-15 01:00:00 EST",1739599200,99.09,103.15,E,8,8,,74,-13.3,-9.4,-14,,16100,3.4,4,,,,-8.9,-9.5
"2025-02-15 00:00:00 EST",1739595600,99.19,103.25,N,36,0,,70,-13.5,-8.9,,,16100,3.4,4,,,,-8.9,-9.2
"2025-02-14 23:00:00 EST",1739592000,99.17,103.23,ESE,11,8,,68,-14,-9.1,-13,,16100,3.3,4,,,,-8.9,-9.4
"2025-02-14 22:00:00 EST",1739588400,99.27,103.34,S,17,8,,64,-14.5,-8.9,-13,,16100,3.3,3,,,,-8.6,-9
"2025-02-14 21:00:00 EST",1739584800,99.33,103.4,S,17,13,,62,-14.7,-8.7,-15,,16100,3.1,4,,,,-8.6,-8.9
"2025-02-14 20:00:00 EST",1739581200,99.42,103.49,S,18,11,,61,-14.9,-8.7,-14,,16100,3,4,,,,-8.6,-8.8
"2025-02-14 19:00:00 EST",1739577600,99.47,103.55,SSW,20,9,,64,-14.3,-8.7,-13,,16100,2.9,3,,,,-8.6,-8.8
"2025-02-14 18:00:00 EST",1739574000,99.49,103.57,S,18,8,,61,-14.8,-8.6,-13,,16100,2.8,2,,,,-8.3,-8.7
"2025-02-14 17:00:00 EST",1739570400,99.54,103.61,SSW,20,11,,64,-14,-8.3,-14,,11300,2.8,0,,,,-7.9,-8.5
"2025-02-14 16:00:00 EST",1739566800,99.62,103.69,W,26,13,,60,-14.4,-8,-14,,16100,2.7,0,,,,-7.6,-8
"2025-02-14 15:00:00 EST",1739563200,99.66,103.73,W,26,17,28,62,-13.6,-7.5,-14,,16100,2.6,3,,,,-7.5,-7.8
"2025-02-14 14:00:00 EST",1739559600,99.66,103.73,WSW,25,26,,60,-14,-7.5,-16,,16100,2.5,3,,,,-7.1,-7.6
"2025-02-14 13:00:00 EST",1739556000,99.64,103.71,W,27,17,32,61,-13.6,-7.3,-14,,16100,2.5,2,,,,-7.2,-7.8
"2025-02-14 12:00:00 EST",1739552400,99.67,103.74,W,27,26,37,60,-14.2,-7.8,-16,,16100,2.6,2,,,,-7.6,-8.3
"2025-02-14 11:00:00 EST",1739548800,99.65,103.72,W,26,22,35,64,-14,-8.3,-16,,16100,2.6,3,,,,-8.3,-9.5
"2025-02-14 10:00:00 EST",1739545200,99.64,103.72,WSW,24,17,,75,-13.2,-9.5,-17,,8100,2.7,3,,,,-9.5,-9.9
"2025-02-14 09:00:00 EST",1739541600,,,,,,,,,,,,,2.7,,,,,,
"2025-02-14 08:00:00 EST",1739538000,,,,,,,,,,,,,2.7,,,,,,
"2025-02-14 07:00:00 EST",1739534400,,,,,,,,,,,,,2.6,,,,,,
"2025-02-14 06:00:00 EST",1739530800,,,,,,,,,,,,,2.5,,,,,,
"2025-02-14 05:00:00 EST",1739527200,,,,,,,,,,,,,2.4,,,,,,
"2025-02-14 04:00:00 EST",1739523600,,,,,,,,,,,,,2.4,,,,,,
"2025-02-14 03:00:00 EST",1739520000,,,,,,,,,,,,,2.4,,,,,,
"2025-02-14 02:00:00 EST",1739516400,,,,,,,,,,,,,2.4,,,,,,
"2025-02-14 01:00:00 EST",1739512800,98.79,102.81,W,27,34,46,72,-11.4,-7.1,-16,,16100,2.4,4,,,,-6.6,-7.2
"2025-02-14 00:00:00 EST",1739509200,98.66,102.68,W,27,28,46,76,-10.2,-6.6,-15,,12900,2.4,4,,,,-6.2,-6.7
"2025-02-13 23:00:00 EST",1739505600,98.54,102.56,W,27,37,50,80,-9.1,-6.2,-15,,11300,2.5,4,,,,-5.9,-6.5
"2025-02-13 22:00:00 EST",1739502000,98.45,102.47,WSW,24,24,,87,-8.3,-6.5,-14,,4000,2.5,4,,,,-5.9,-6.8
"2025-02-13 21:00:00 EST",1739498400,98.36,102.37,WSW,25,17,,70,-10.8,-6.2,-12,,16100,2.5,4,,,,-6,-6.5
"2025-02-13 20:00:00 EST",1739494800,98.29,102.29,WSW,24,17,,70,-11,-6.4,-13,,14500,2.5,4,,,,-5.9,-6.4
"2025-02-13 19:00:00 EST",1739491200,98.23,102.23,W,26,21,30,72,-10.3,-6,-13,,16100,2.5,4,,,,-5.9,-6.5
"2025-02-13 18:00:00 EST",1739487600,98.1,102.1,W,27,26,35,74,-9.9,-6,-14,,16100,2.5,3,,,,-5.7,-6.4
"2025-02-13 17:00:00 EST",1739484000,97.92,101.91,W,27,34,43,73,-9.8,-5.6,-14,,16100,2.4,2,,,,-5.3,-5.7
"2025-02-13 16:00:00 EST",1739480400,97.76,101.75,W,27,34,52,77,-8.8,-5.4,-14,,9700,2.4,4,,,,-4.7,-5.4
"2025-02-13 15:00:00 EST",1739476800,97.58,101.56,W,26,39,,76,-8.2,-4.6,-13,,9700,2.3,4,,,,-4.3,-4.8
"2025-02-13 14:00:00 EST",1739473200,97.42,101.39,W,28,35,54,75,-8.4,-4.5,-13,,11300,2.3,4,,,,-4.1,-4.7
